mill_id,date,recipe_id,planned_hours,actual_hours,status,changeover_hours,tons_produced
M2,2026-05-01,R4,7.01,7.05,planned,1.5,316.08
M2,2026-05-01,R1,2.95,2.9,planned,1.5,122.96
M3,2026-05-01,R1,2.54,2.46,planned,0.0,55.47
M3,2026-05-01,R5,1.56,1.5,planned,2.0,31.58
M1,2026-05-02,R2,9.31,9.61,planned,0.0,514.04
M1,2026-05-02,R1,5.69,5.55,planned,1.5,267.89
M2,2026-05-02,R3,5.86,5.77,planned,0.0,234.85
M2,2026-05-02,R4,4.49,4.39,planned,1.5,202.5
M2,2026-05-02,R1,1.26,1.25,planned,1.5,52.63
M3,2026-05-02,R5,0.99,0.96,planned,0.0,20.12
M1,2026-05-03,R2,9.32,9.34,planned,0.0,514.61
M1,2026-05-03,R1,5.68,5.48,planned,1.5,267.41
M2,2026-05-03,R3,5.8,5.93,planned,0.0,232.39
M2,2026-05-03,R4,4.49,4.4,planned,1.5,202.68
M2,2026-05-03,R1,1.34,1.34,planned,1.5,55.67
M3,2026-05-03,R5,0.98,1.01,planned,0.0,19.81
M1,2026-05-04,R2,14.82,14.99,planned,0.0,817.83
M1,2026-05-04,R1,5.68,5.7,planned,1.5,267.73
M2,2026-05-04,R3,9.01,8.89,planned,0.0,361.47
M2,2026-05-04,R4,7.11,7.02,planned,1.5,320.85
M2,2026-05-04,R1,2.87,2.91,planned,1.5,119.75
M3,2026-05-04,R1,2.52,2.62,planned,0.0,54.84
M3,2026-05-04,R5,1.58,1.6,planned,2.0,32.16
M2,2026-05-05,R2,7.34,7.37,planned,0.0,344.2
M2,2026-05-05,R1,5.51,5.61,planned,1.5,229.76
M2,2026-05-05,R3,4.45,4.44,planned,2.5,178.47
M3,2026-05-05,R4,3.52,3.4,planned,0.0,81.74
M3,2026-05-05,R5,0.78,0.78,planned,2.0,15.78
M1,2026-05-06,R2,14.84,15.39,planned,0.0,819.38
M1,2026-05-06,R1,5.66,5.51,planned,1.5,266.41
M2,2026-05-06,R3,8.9,9.04,planned,0.0,356.98
M2,2026-05-06,R4,7.15,6.98,planned,1.5,322.49
M2,2026-05-06,R1,2.95,2.96,planned,1.5,122.9
M3,2026-05-06,R1,2.54,2.45,planned,0.0,55.3
M3,2026-05-06,R5,1.56,1.56,planned,2.0,31.74
M1,2026-05-07,R2,7.36,7.51,planned,0.0,406.19
M1,2026-05-07,R1,5.53,5.46,planned,1.5,260.35
M1,2026-05-07,R3,4.41,4.46,planned,2.5,195.59
M3,2026-05-07,R4,3.53,3.61,planned,0.0,81.87
M3,2026-05-07,R5,0.78,0.81,planned,2.0,15.83
M1,2026-05-08,R2,14.82,14.5,planned,0.0,817.82
M1,2026-05-08,R1,5.68,5.64,planned,1.5,267.73
M2,2026-05-08,R3,8.97,8.72,planned,0.0,359.58
M2,2026-05-08,R4,7.04,7.32,planned,1.5,317.46
M2,2026-05-08,R1,2.99,3.1,planned,1.5,124.85
M3,2026-05-08,R1,2.53,2.53,planned,0.0,55.05
M3,2026-05-08,R5,1.57,1.62,planned,2.0,31.97
M1,2026-05-09,R2,9.34,9.36,planned,0.0,515.67
M1,2026-05-09,R1,5.66,5.71,planned,1.5,266.5
M2,2026-05-09,R3,5.77,5.58,planned,0.0,231.29
M2,2026-05-09,R4,4.45,4.54,planned,1.5,200.54
M2,2026-05-09,R1,1.39,1.35,planned,1.5,58.02
M3,2026-05-09,R5,0.99,1.02,planned,0.0,20.18
M1,2026-05-10,R2,9.35,9.56,planned,0.0,516.32
M1,2026-05-10,R1,5.65,5.74,planned,1.5,265.95
M2,2026-05-10,R3,5.71,5.5,planned,0.0,229.17
M2,2026-05-10,R4,4.43,4.36,planned,1.5,199.76
M2,2026-05-10,R1,1.47,1.44,planned,1.5,61.22
M3,2026-05-10,R5,0.99,0.98,planned,0.0,20.05
M1,2026-05-11,R2,14.81,14.32,planned,0.0,817.56
M1,2026-05-11,R1,5.69,5.89,planned,1.5,267.95
M2,2026-05-11,R3,9.01,9.04,planned,0.0,361.14
M2,2026-05-11,R4,7.04,6.93,planned,1.5,317.49
M2,2026-05-11,R1,2.95,2.93,planned,1.5,123.19
M3,2026-05-11,R1,2.51,2.5,planned,0.0,54.8
M3,2026-05-11,R5,1.59,1.6,planned,2.0,32.2
M1,2026-05-12,R2,14.83,14.85,planned,0.0,818.6
M1,2026-05-12,R1,5.67,5.86,planned,1.5,267.07
M2,2026-05-12,R3,8.93,8.92,planned,0.0,357.93
M2,2026-05-12,R4,7.09,7.37,planned,1.5,319.94
M2,2026-05-12,R1,2.98,3.06,planned,1.5,124.27
M3,2026-05-12,R1,2.53,2.48,planned,0.0,55.26
M3,2026-05-12,R5,1.57,1.62,planned,2.0,31.77
M1,2026-05-13,R2,14.79,14.33,planned,0.0,816.31
M1,2026-05-13,R1,5.71,5.86,planned,1.5,269.02
M2,2026-05-13,R3,9.06,8.97,planned,0.0,363.28
M2,2026-05-13,R4,7.05,7.26,planned,1.5,317.81
M2,2026-05-13,R1,2.89,2.98,planned,1.5,120.68
M3,2026-05-13,R1,2.52,2.58,planned,0.0,54.9
M3,2026-05-13,R5,1.58,1.62,planned,2.0,32.1
M1,2026-05-14,R2,14.86,14.63,planned,0.0,820.19
M1,2026-05-14,R1,5.64,5.45,planned,1.5,265.71
M2,2026-05-14,R3,8.87,8.8,planned,0.0,355.81
M2,2026-05-14,R4,7.12,6.93,planned,1.5,321.08
M2,2026-05-14,R1,3.01,3.05,planned,1.5,125.42
M3,2026-05-14,R1,2.53,2.5,planned,0.0,55.08
M3,2026-05-14,R5,1.57,1.63,planned,2.0,31.94
M1,2026-05-15,R2,14.8,14.97,planned,0.0,817.02
M1,2026-05-15,R1,5.7,5.85,planned,1.5,268.42
M2,2026-05-15,R3,9.01,8.75,planned,0.0,361.32
M2,2026-05-15,R4,7.04,7.24,planned,1.5,317.4
M2,2026-05-15,R1,2.95,3.05,planned,1.5,123.1
M3,2026-05-15,R1,2.52,2.52,planned,0.0,55.02
M3,2026-05-15,R5,1.58,1.59,planned,2.0,32.0
M1,2026-05-16,R2,9.39,9.59,planned,0.0,518.22
M1,2026-05-16,R1,5.61,5.47,planned,1.5,264.33
M2,2026-05-16,R3,5.66,5.67,planned,0.0,227.16
M2,2026-05-16,R4,4.51,4.47,planned,1.5,203.37
M2,2026-05-16,R1,1.43,1.39,planned,1.5,59.68
M3,2026-05-16,R5,0.99,0.98,planned,0.0,20.19
M1,2026-05-17,R2,9.35,9.03,planned,0.0,516.03
M1,2026-05-17,R1,5.65,5.44,planned,1.5,266.19
M2,2026-05-17,R3,5.74,5.57,planned,0.0,230.27
M2,2026-05-17,R4,4.43,4.59,planned,1.5,199.73
M2,2026-05-17,R1,1.44,1.44,planned,1.5,59.87
M3,2026-05-17,R5,0.99,1.03,planned,0.0,20.16
M1,2026-05-18,R2,14.83,14.75,planned,0.0,818.69
M1,2026-05-18,R1,5.67,5.58,planned,1.5,266.99
M2,2026-05-18,R3,8.97,8.98,planned,0.0,359.76
M2,2026-05-18,R4,7.04,7.01,planned,1.5,317.69
M2,2026-05-18,R1,2.98,2.89,planned,1.5,124.44
M3,2026-05-18,R1,2.51,2.53,planned,0.0,54.61
M3,2026-05-18,R5,1.59,1.56,planned,2.0,32.38
M1,2026-05-19,R2,14.81,14.95,planned,0.0,817.51
M1,2026-05-19,R1,5.69,5.76,planned,1.5,268.0
M2,2026-05-19,R3,8.96,8.71,planned,0.0,359.4
M2,2026-05-19,R4,7.05,6.8,planned,1.5,317.87
M2,2026-05-19,R1,2.99,3.06,planned,1.5,124.65
M3,2026-05-19,R1,2.54,2.53,planned,0.0,55.27
M3,2026-05-19,R5,1.56,1.51,planned,2.0,31.76
M1,2026-05-20,R2,14.81,15.4,planned,0.0,817.75
M1,2026-05-20,R1,5.69,5.48,planned,1.5,267.8
M2,2026-05-20,R3,8.99,9.13,planned,0.0,360.55
M2,2026-05-20,R4,7.07,7.35,planned,1.5,319.06
M2,2026-05-20,R1,2.93,2.87,planned,1.5,122.35
M3,2026-05-20,R1,2.52,2.45,planned,0.0,54.97
M3,2026-05-20,R5,1.58,1.53,planned,2.0,32.04
M1,2026-05-21,R2,14.79,14.56,planned,0.0,816.42
M1,2026-05-21,R1,5.71,5.53,planned,1.5,268.93
M2,2026-05-21,R3,9.02,9.15,planned,0.0,361.53
M2,2026-05-21,R4,7.01,6.76,planned,1.5,316.15
M2,2026-05-21,R1,2.97,2.98,planned,1.5,124.02
M3,2026-05-21,R1,2.53,2.63,planned,0.0,55.15
M3,2026-05-21,R5,1.57,1.61,planned,2.0,31.87
M1,2026-05-22,R2,14.81,14.94,planned,0.0,817.31
M1,2026-05-22,R1,5.69,5.61,planned,1.5,268.17
M2,2026-05-22,R3,8.99,9.08,planned,0.0,360.62
M2,2026-05-22,R4,7.04,7.06,planned,1.5,317.59
M2,2026-05-22,R1,2.97,2.95,planned,1.5,123.65
M3,2026-05-22,R1,2.53,2.45,planned,0.0,55.06
M3,2026-05-22,R5,1.57,1.62,planned,2.0,31.96
M1,2026-05-23,R2,9.34,9.3,planned,0.0,515.7
M1,2026-05-23,R1,5.66,5.52,planned,1.5,266.47
M2,2026-05-23,R3,5.75,5.69,planned,0.0,230.48
M2,2026-05-23,R4,4.45,4.42,planned,1.5,200.57
M2,2026-05-23,R1,1.42,1.46,planned,1.5,59.18
M3,2026-05-23,R5,0.99,1.0,planned,0.0,20.01
M1,2026-05-24,R2,9.35,9.55,planned,0.0,516.15
M1,2026-05-24,R1,5.65,5.43,planned,1.5,266.09
M2,2026-05-24,R3,5.73,5.69,planned,0.0,229.91
M2,2026-05-24,R4,4.43,4.42,planned,1.5,199.77
M2,2026-05-24,R1,1.45,1.39,planned,1.5,60.27
M3,2026-05-24,R5,0.99,0.97,planned,0.0,20.14
M1,2026-05-25,R2,14.8,15.11,planned,0.0,816.91
M1,2026-05-25,R1,5.7,5.54,planned,1.5,268.51
M2,2026-05-25,R3,9.01,9.03,planned,0.0,361.17
M2,2026-05-25,R4,7.0,6.84,planned,1.5,315.67
M2,2026-05-25,R1,2.99,2.88,planned,1.5,124.85
M3,2026-05-25,R1,2.52,2.47,planned,0.0,54.98
M3,2026-05-25,R5,1.58,1.64,planned,2.0,32.03
M1,2026-05-26,R2,14.76,15.11,planned,0.0,814.53
M1,2026-05-26,R1,5.74,5.96,planned,1.5,270.54
M2,2026-05-26,R3,9.08,9.07,planned,0.0,364.1
M2,2026-05-26,R4,6.99,6.77,planned,1.5,315.11
M2,2026-05-26,R1,2.93,2.94,planned,1.5,122.32
M3,2026-05-26,R1,2.54,2.53,planned,0.0,55.36
M3,2026-05-26,R5,1.56,1.6,planned,2.0,31.67
M1,2026-05-27,R2,14.76,14.29,planned,0.0,814.86
M1,2026-05-27,R1,5.74,5.73,planned,1.5,270.26
M2,2026-05-27,R3,9.07,8.82,planned,0.0,363.68
M2,2026-05-27,R4,7.01,6.91,planned,1.5,316.12
M2,2026-05-27,R1,2.92,2.98,planned,1.5,121.82
M3,2026-05-27,R1,2.54,2.54,planned,0.0,55.38
M3,2026-05-27,R5,1.56,1.54,planned,2.0,31.66
M1,2026-05-28,R2,14.8,14.67,planned,0.0,816.78
M1,2026-05-28,R1,5.7,5.68,planned,1.5,268.62
M2,2026-05-28,R3,8.99,9.2,planned,0.0,360.63
M2,2026-05-28,R4,7.04,7.26,planned,1.5,317.66
M2,2026-05-28,R1,2.96,3.07,planned,1.5,123.57
M3,2026-05-28,R1,2.54,2.6,planned,0.0,55.31
M3,2026-05-28,R5,1.56,1.54,planned,2.0,31.72
M1,2026-05-29,R2,14.75,14.97,planned,0.0,814.1
M1,2026-05-29,R1,5.75,5.72,planned,1.5,270.91
M2,2026-05-29,R3,9.12,8.94,planned,0.0,365.54
M2,2026-05-29,R4,7.01,7.2,planned,1.5,316.32
M2,2026-05-29,R1,2.87,2.76,planned,1.5,119.7
M3,2026-05-29,R1,2.54,2.62,planned,0.0,55.32
M3,2026-05-29,R5,1.56,1.56,planned,2.0,31.72
M2,2026-05-30,R2,3.76,3.8,planned,0.0,176.34
M2,2026-05-30,R1,2.85,2.88,planned,1.5,118.69
M2,2026-05-30,R3,2.31,2.38,planned,2.5,92.6
M2,2026-05-30,R4,1.79,1.81,planned,1.5,80.54
M3,2026-05-30,R5,0.4,0.4,planned,0.0,8.1
M1,2026-05-31,R2,9.31,8.98,planned,0.0,513.69
M1,2026-05-31,R1,5.69,5.7,planned,1.5,268.19
M2,2026-05-31,R3,5.83,5.67,planned,0.0,233.76
M2,2026-05-31,R4,4.41,4.49,planned,1.5,198.77
M2,2026-05-31,R1,1.38,1.38,planned,1.5,57.52
M3,2026-05-31,R5,0.98,1.0,planned,0.0,19.97
M1,2026-06-01,R2,15.24,14.68,planned,0.0,840.99
M1,2026-06-01,R1,5.26,5.09,planned,1.5,247.96
M2,2026-06-01,R3,9.24,9.4,planned,0.0,370.47
M2,2026-06-01,R4,6.48,6.26,planned,1.5,292.46
M2,2026-06-01,R1,3.28,3.16,planned,1.5,136.63
M3,2026-06-01,R1,2.58,2.48,planned,0.0,56.31
M3,2026-06-01,R5,1.52,1.57,planned,2.0,30.79
M1,2026-06-02,R2,15.26,15.55,planned,0.0,842.16
M1,2026-06-02,R1,5.24,5.18,planned,1.5,246.97
M2,2026-06-02,R3,9.18,9.03,planned,0.0,368.1
M2,2026-06-02,R4,6.57,6.5,planned,1.5,296.5
M2,2026-06-02,R1,3.25,3.32,planned,1.5,135.36
M3,2026-06-02,R1,2.61,2.64,planned,0.0,56.86
M3,2026-06-02,R5,1.49,1.45,planned,2.0,30.29
M1,2026-06-03,R2,15.21,14.82,planned,0.0,839.86
M1,2026-06-03,R1,5.29,5.12,planned,1.5,248.93
M2,2026-06-03,R3,9.23,9.35,planned,0.0,370.21
M2,2026-06-03,R4,6.57,6.71,planned,1.5,296.29
M2,2026-06-03,R1,3.2,3.14,planned,1.5,133.36
M3,2026-06-03,R1,2.63,2.53,planned,0.0,57.42
M3,2026-06-03,R5,1.47,1.42,planned,2.0,29.76
M1,2026-06-04,R2,15.19,15.76,planned,0.0,838.3
M1,2026-06-04,R1,5.31,5.23,planned,1.5,250.26
M2,2026-06-04,R3,9.25,9.45,planned,0.0,370.76
M2,2026-06-04,R4,6.5,6.57,planned,1.5,293.34
M2,2026-06-04,R1,3.25,3.22,planned,1.5,135.52
M3,2026-06-04,R1,2.64,2.58,planned,0.0,57.65
M3,2026-06-04,R5,1.46,1.41,planned,2.0,29.55
M1,2026-06-05,R2,8.22,8.3,planned,0.0,453.71
M1,2026-06-05,R1,6.06,6.19,planned,1.5,285.4
M1,2026-06-05,R3,3.72,3.76,planned,2.5,165.22
M2,2026-06-05,R4,3.51,3.52,planned,0.0,158.18
M2,2026-06-05,R3,1.3,1.25,planned,2.5,51.99
M2,2026-06-05,R5,0.8,0.83,planned,2.0,31.61
M1,2026-06-06,R2,9.58,9.81,planned,0.0,528.62
M1,2026-06-06,R1,5.42,5.33,planned,1.5,255.45
M2,2026-06-06,R3,5.94,6.17,planned,0.0,238.12
M2,2026-06-06,R4,4.13,4.17,planned,1.5,186.38
M2,2026-06-06,R1,1.62,1.63,planned,1.5,67.52
M3,2026-06-06,R5,0.91,0.93,planned,0.0,18.47
M1,2026-06-07,R2,9.57,9.81,planned,0.0,528.41
M1,2026-06-07,R1,5.43,5.5,planned,1.5,255.63
M2,2026-06-07,R3,5.95,5.77,planned,0.0,238.67
M2,2026-06-07,R4,4.07,4.01,planned,1.5,183.38
M2,2026-06-07,R1,1.65,1.71,planned,1.5,68.9
M3,2026-06-07,R5,0.93,0.91,planned,0.0,18.87
M1,2026-06-08,R2,15.22,15.06,planned,0.0,840.16
M1,2026-06-08,R1,5.28,5.25,planned,1.5,248.67
M2,2026-06-08,R3,9.15,9.11,planned,0.0,366.96
M2,2026-06-08,R4,6.44,6.5,planned,1.5,290.61
M2,2026-06-08,R1,3.41,3.53,planned,1.5,142.0
M3,2026-06-08,R1,2.63,2.57,planned,0.0,57.32
M3,2026-06-08,R5,1.47,1.43,planned,2.0,29.86
M1,2026-06-09,R2,15.25,14.88,planned,0.0,841.87
M1,2026-06-09,R1,5.25,5.41,planned,1.5,247.22
M2,2026-06-09,R3,9.07,9.17,planned,0.0,363.59
M2,2026-06-09,R4,6.5,6.38,planned,1.5,292.98
M2,2026-06-09,R1,3.44,3.52,planned,1.5,143.31
M3,2026-06-09,R1,2.64,2.72,planned,0.0,57.62
M3,2026-06-09,R5,1.46,1.5,planned,2.0,29.58
M1,2026-06-10,R2,15.24,15.75,planned,0.0,841.42
M1,2026-06-10,R1,5.26,5.15,planned,1.5,247.6
M2,2026-06-10,R3,9.09,9.27,planned,0.0,364.33
M2,2026-06-10,R4,6.51,6.49,planned,1.5,293.79
M2,2026-06-10,R1,3.4,3.49,planned,1.5,141.79
M3,2026-06-10,R1,2.65,2.7,planned,0.0,57.77
M3,2026-06-10,R5,1.45,1.48,planned,2.0,29.44
M1,2026-06-11,R2,15.23,15.42,planned,0.0,840.74
M1,2026-06-11,R1,5.27,5.13,planned,1.5,248.18
M2,2026-06-11,R3,9.09,9.12,planned,0.0,364.5
M2,2026-06-11,R4,6.51,6.76,planned,1.5,293.68
M2,2026-06-11,R1,3.4,3.52,planned,1.5,141.72
M3,2026-06-11,R1,2.66,2.56,planned,0.0,58.03
M3,2026-06-11,R5,1.44,1.4,planned,2.0,29.19
M1,2026-06-12,R2,15.22,14.78,planned,0.0,840.36
M1,2026-06-12,R1,5.28,5.37,planned,1.5,248.51
M2,2026-06-12,R3,9.07,9.3,planned,0.0,363.56
M2,2026-06-12,R4,6.52,6.37,planned,1.5,293.96
M2,2026-06-12,R1,3.42,3.42,planned,1.5,142.43
M3,2026-06-12,R1,2.68,2.76,planned,0.0,58.48
M3,2026-06-12,R5,1.42,1.44,planned,2.0,28.77
M1,2026-06-13,R2,4.38,4.4,planned,0.0,241.89
M1,2026-06-13,R1,3.24,3.26,planned,1.5,152.37
M1,2026-06-13,R3,2.68,2.69,planned,2.5,119.16
M1,2026-06-13,R4,0.7,0.69,planned,1.5,35.17
M2,2026-06-13,R4,1.18,1.19,planned,0.0,53.35
M2,2026-06-13,R5,0.42,0.42,planned,2.0,16.56
M1,2026-06-14,R2,9.58,9.87,planned,0.0,529.02
M1,2026-06-14,R1,5.42,5.48,planned,1.5,255.11
M2,2026-06-14,R3,5.93,6.05,planned,0.0,237.8
M2,2026-06-14,R4,4.09,3.98,planned,1.5,184.58
M2,2026-06-14,R1,1.65,1.65,planned,1.5,68.86
M3,2026-06-14,R5,0.93,0.89,planned,0.0,18.8
M1,2026-06-15,R2,15.24,14.93,planned,0.0,841.26
M1,2026-06-15,R1,5.26,5.36,planned,1.5,247.73
M2,2026-06-15,R3,9.08,9.44,planned,0.0,364.04
M2,2026-06-15,R4,6.44,6.23,planned,1.5,290.43
M2,2026-06-15,R1,3.48,3.45,planned,1.5,145.19
M3,2026-06-15,R1,2.64,2.7,planned,0.0,57.47
M3,2026-06-15,R5,1.46,1.43,planned,2.0,29.71
M1,2026-06-16,R2,15.25,15.31,planned,0.0,841.62
M1,2026-06-16,R1,5.25,5.35,planned,1.5,247.43
M2,2026-06-16,R3,9.06,9.15,planned,0.0,363.38
M2,2026-06-16,R4,6.45,6.29,planned,1.5,290.74
M2,2026-06-16,R1,3.49,3.45,planned,1.5,145.6
M3,2026-06-16,R1,2.64,2.7,planned,0.0,57.5
M3,2026-06-16,R5,1.46,1.47,planned,2.0,29.69
M1,2026-06-17,R2,15.24,14.64,planned,0.0,841.2
M1,2026-06-17,R1,5.26,5.37,planned,1.5,247.79
M2,2026-06-17,R3,9.08,8.75,planned,0.0,364.26
M2,2026-06-17,R4,6.4,6.53,planned,1.5,288.81
M2,2026-06-17,R1,3.51,3.43,planned,1.5,146.47
M3,2026-06-17,R1,2.63,2.72,planned,0.0,57.23
M3,2026-06-17,R5,1.47,1.46,planned,2.0,29.94
M1,2026-06-18,R2,8.24,8.12,planned,0.0,454.76
M1,2026-06-18,R1,6.2,6.02,planned,1.5,291.89
M1,2026-06-18,R3,3.56,3.51,planned,2.5,158.26
M2,2026-06-18,R4,3.46,3.57,planned,0.0,156.09
M2,2026-06-18,R3,1.35,1.41,planned,2.5,54.22
M2,2026-06-18,R5,0.79,0.78,planned,2.0,31.24
M1,2026-06-19,R2,15.19,15.13,planned,0.0,838.74
M1,2026-06-19,R1,5.31,5.4,planned,1.5,249.88
M2,2026-06-19,R3,9.13,9.42,planned,0.0,366.28
M2,2026-06-19,R4,6.4,6.45,planned,1.5,288.58
M2,2026-06-19,R1,3.47,3.44,planned,1.5,144.58
M3,2026-06-19,R1,2.66,2.64,planned,0.0,57.89
M3,2026-06-19,R5,1.44,1.47,planned,2.0,29.32
M1,2026-06-20,R2,4.39,4.21,planned,0.0,242.16
M1,2026-06-20,R1,3.22,3.26,planned,1.5,151.89
M1,2026-06-20,R3,2.68,2.65,planned,2.5,119.17
M1,2026-06-20,R4,0.7,0.72,planned,1.5,35.42
M2,2026-06-20,R4,1.18,1.14,planned,0.0,53.07
M2,2026-06-20,R5,0.42,0.43,planned,2.0,16.8
M1,2026-06-21,R2,9.65,9.63,planned,0.0,532.59
M1,2026-06-21,R1,5.35,5.41,planned,1.5,252.06
M2,2026-06-21,R3,5.84,5.64,planned,0.0,234.38
M2,2026-06-21,R4,4.16,4.19,planned,1.5,187.61
M2,2026-06-21,R1,1.65,1.65,planned,1.5,68.67
M3,2026-06-21,R5,0.95,0.95,planned,0.0,19.26
M1,2026-06-22,R2,15.27,15.4,planned,0.0,842.86
M1,2026-06-22,R1,5.23,5.3,planned,1.5,246.37
M2,2026-06-22,R3,9.1,9.32,planned,0.0,364.71
M2,2026-06-22,R4,6.48,6.36,planned,1.5,292.37
M2,2026-06-22,R1,3.42,3.51,planned,1.5,142.71
M3,2026-06-22,R1,2.61,2.6,planned,0.0,56.79
M3,2026-06-22,R5,1.49,1.44,planned,2.0,30.34
M1,2026-06-23,R2,15.25,14.71,planned,0.0,841.75
M1,2026-06-23,R1,5.25,5.18,planned,1.5,247.32
M2,2026-06-23,R3,9.12,9.33,planned,0.0,365.64
M2,2026-06-23,R4,6.49,6.6,planned,1.5,292.86
M2,2026-06-23,R1,3.39,3.47,planned,1.5,141.29
M3,2026-06-23,R1,2.62,2.63,planned,0.0,57.16
M3,2026-06-23,R5,1.48,1.47,planned,2.0,30.0
M1,2026-06-24,R2,15.19,14.76,planned,0.0,838.26
M1,2026-06-24,R1,5.31,5.24,planned,1.5,250.3
M2,2026-06-24,R3,9.28,9.24,planned,0.0,372.3
M2,2026-06-24,R4,6.47,6.26,planned,1.5,291.95
M2,2026-06-24,R1,3.24,3.17,planned,1.5,135.21
M3,2026-06-24,R1,2.62,2.64,planned,0.0,57.12
M3,2026-06-24,R5,1.48,1.51,planned,2.0,30.04
M1,2026-06-25,R2,15.2,15.8,planned,0.0,838.87
M1,2026-06-25,R1,5.3,5.49,planned,1.5,249.77
M2,2026-06-25,R3,9.24,9.35,planned,0.0,370.69
M2,2026-06-25,R4,6.51,6.47,planned,1.5,293.52
M2,2026-06-25,R1,3.25,3.28,planned,1.5,135.42
M3,2026-06-25,R1,2.63,2.69,planned,0.0,57.41
M3,2026-06-25,R5,1.47,1.42,planned,2.0,29.77
M1,2026-06-26,R2,15.17,15.07,planned,0.0,837.66
M1,2026-06-26,R1,5.33,5.47,planned,1.5,250.81
M2,2026-06-26,R3,9.26,9.18,planned,0.0,371.47
M2,2026-06-26,R4,6.48,6.52,planned,1.5,292.42
M2,2026-06-26,R1,3.25,3.28,planned,1.5,135.63
M3,2026-06-26,R1,2.65,2.58,planned,0.0,57.67
M3,2026-06-26,R5,1.45,1.44,planned,2.0,29.53
M1,2026-06-27,R2,9.58,9.46,planned,0.0,528.99
M1,2026-06-27,R1,5.42,5.21,planned,1.5,255.14
M2,2026-06-27,R3,5.95,5.72,planned,0.0,238.61
M2,2026-06-27,R4,4.12,4.23,planned,1.5,185.68
M2,2026-06-27,R1,1.6,1.58,planned,1.5,66.93
M3,2026-06-27,R5,0.93,0.93,planned,0.0,18.83
M1,2026-06-28,R2,9.63,9.48,planned,0.0,531.84
M1,2026-06-28,R1,5.37,5.55,planned,1.5,252.71
M2,2026-06-28,R3,5.86,5.75,planned,0.0,235.06
M2,2026-06-28,R4,4.13,4.11,planned,1.5,186.47
M2,2026-06-28,R1,1.66,1.71,planned,1.5,69.1
M3,2026-06-28,R5,0.95,0.97,planned,0.0,19.21
M1,2026-06-29,R2,15.27,14.89,planned,0.0,842.98
M1,2026-06-29,R1,5.23,5.36,planned,1.5,246.27
M2,2026-06-29,R3,9.09,9.06,planned,0.0,364.48
M2,2026-06-29,R4,6.55,6.54,planned,1.5,295.27
M2,2026-06-29,R1,3.36,3.26,planned,1.5,140.26
M3,2026-06-29,R1,2.62,2.53,planned,0.0,57.17
M3,2026-06-29,R5,1.48,1.5,planned,2.0,30.0
M1,2026-06-30,R2,8.25,8.24,planned,0.0,455.14
M1,2026-06-30,R1,6.09,6.06,planned,1.5,287.0
M1,2026-06-30,R3,3.66,3.73,planned,2.5,162.56
M2,2026-06-30,R4,3.51,3.59,planned,0.0,158.44
M2,2026-06-30,R3,1.29,1.25,planned,2.5,51.74
M2,2026-06-30,R5,0.8,0.8,planned,2.0,31.63
M1,2026-07-01,R2,15.31,14.86,planned,0.0,844.94
M1,2026-07-01,R1,5.19,5.3,planned,1.5,244.6
M2,2026-07-01,R3,9.06,9.17,planned,0.0,363.28
M2,2026-07-01,R4,6.48,6.71,planned,1.5,292.15
M2,2026-07-01,R1,3.46,3.34,planned,1.5,144.4
M3,2026-07-01,R1,2.57,2.48,planned,0.0,56.11
M3,2026-07-01,R5,1.53,1.5,planned,2.0,30.98
M1,2026-07-02,R2,15.29,15.0,planned,0.0,844.08
M1,2026-07-02,R1,5.21,5.1,planned,1.5,245.33
M2,2026-07-02,R3,9.09,9.39,planned,0.0,364.55
M2,2026-07-02,R4,6.45,6.32,planned,1.5,290.68
M2,2026-07-02,R1,3.46,3.4,planned,1.5,144.44
M3,2026-07-02,R1,2.57,2.62,planned,0.0,56.02
M3,2026-07-02,R5,1.53,1.52,planned,2.0,31.07
M1,2026-07-03,R2,15.29,15.62,planned,0.0,843.79
M1,2026-07-03,R1,5.21,5.03,planned,1.5,245.57
M2,2026-07-03,R3,9.1,9.09,planned,0.0,365.05
M2,2026-07-03,R4,6.45,6.21,planned,1.5,290.83
M2,2026-07-03,R1,3.45,3.33,planned,1.5,143.77
M3,2026-07-03,R1,2.57,2.66,planned,0.0,56.07
M3,2026-07-03,R5,1.53,1.48,planned,2.0,31.02
M1,2026-07-04,R2,9.68,9.71,planned,0.0,534.34
M1,2026-07-04,R1,5.32,5.28,planned,1.5,250.57
M2,2026-07-04,R3,5.77,5.7,planned,0.0,231.25
M2,2026-07-04,R4,4.09,4.22,planned,1.5,184.26
M2,2026-07-04,R1,1.78,1.71,planned,1.5,74.02
M3,2026-07-04,R5,0.97,0.99,planned,0.0,19.74
M1,2026-07-05,R2,9.7,10.06,planned,0.0,535.44
M1,2026-07-05,R1,5.3,5.33,planned,1.5,249.63
M2,2026-07-05,R3,5.71,5.91,planned,0.0,228.91
M2,2026-07-05,R4,4.1,3.96,planned,1.5,185.12
M2,2026-07-05,R1,1.82,1.81,planned,1.5,75.92
M3,2026-07-05,R5,0.97,0.95,planned,0.0,19.61
M1,2026-07-06,R2,15.3,15.58,planned,0.0,844.51
M1,2026-07-06,R1,5.2,5.4,planned,1.5,244.96
M2,2026-07-06,R3,9.04,8.87,planned,0.0,362.62
M2,2026-07-06,R4,6.43,6.51,planned,1.5,289.86
M2,2026-07-06,R1,3.53,3.44,planned,1.5,147.2
