kpi_name,period,value,delta,driver,status,scenario_id
capacity_violations_count,2025-04-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-04-01 00:00:00,1027.9074,-39.6379,Wheat price,neutral,base
waste_rate_pct,2025-04-01 00:00:00,2.0267,-0.0006,Recipe mix,positive,base
vision_2030_index,2025-04-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-04-01 00:00:00,4196992.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-04-01 00:00:00,69819.8,0.0,Flour demand,neutral,base
total_recipe_hours,2025-04-01 00:00:00,1776.14,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-04-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-04-01 00:00:00,1.077,0.0,Calendar,neutral,base
planned_recipe_hours,2025-04-01 00:00:00,1160.01,0.0,Schedule,neutral,base
available_mill_hours,2025-04-01 00:00:00,1772.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-04-01 00:00:00,611.99,0.0,Capacity balance,positive,base
avg_changeovers,2025-04-01 00:00:00,112.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-04-01 00:00:00,989.4569,0.0,Raw material,neutral,base
waste_impact_pct,2025-04-01 00:00:00,2.0267,0.0,Waste,positive,base
mill_utilization_pct,2025-04-01 00:00:00,65.4633,0.0,Utilization,positive,base
overload_hours,2025-04-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-04-01 00:00:00,193.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-04-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-04-01 00:00:00,32.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-04-01 00:00:00,69819.77,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-04-01 00:00:00,1027.9074,0.0,Market,neutral,base
import_dependency_pct,2025-04-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-04-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-04-01 00:00:00,0.053,0.0,Quality,neutral,base
waste_rate_vs_target,2025-04-01 00:00:00,-0.47,0.0,Gap to target,positive,base
energy_per_ton,2025-04-01 00:00:00,69.3033,0.0,Efficiency,neutral,base
water_per_ton,2025-04-01 00:00:00,0.7842,0.0,Conservation,neutral,base
vision_2030_compliance,2025-04-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-05-01 00:00:00,71051.17,1.7636,SKU forecast,positive,base
recipe_time_utilization_pct,2025-05-01 00:00:00,64.9121,-0.5512,Time constraint,positive,base
capacity_violations_count,2025-05-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-05-01 00:00:00,1016.9841,-10.9232,Wheat price,neutral,base
waste_rate_pct,2025-05-01 00:00:00,2.122,0.0953,Recipe mix,positive,base
vision_2030_index,2025-05-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-05-01 00:00:00,4284243.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-05-01 00:00:00,71051.17,0.0,Flour demand,neutral,base
total_recipe_hours,2025-05-01 00:00:00,1807.48,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-05-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-05-01 00:00:00,1.0568,0.0,Calendar,neutral,base
planned_recipe_hours,2025-05-01 00:00:00,1159.98,0.0,Schedule,neutral,base
available_mill_hours,2025-05-01 00:00:00,1787.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-05-01 00:00:00,627.02,0.0,Capacity balance,positive,base
avg_changeovers,2025-05-01 00:00:00,112.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-05-01 00:00:00,989.4202,0.0,Raw material,neutral,base
waste_impact_pct,2025-05-01 00:00:00,2.122,0.0,Waste,positive,base
mill_utilization_pct,2025-05-01 00:00:00,64.9121,0.0,Utilization,positive,base
overload_hours,2025-05-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-05-01 00:00:00,194.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-05-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-05-01 00:00:00,32.5,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-05-01 00:00:00,71051.06,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-05-01 00:00:00,1016.9841,0.0,Market,neutral,base
import_dependency_pct,2025-05-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-05-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-05-01 00:00:00,0.09,0.0,Quality,neutral,base
waste_rate_vs_target,2025-05-01 00:00:00,-0.38,0.0,Gap to target,positive,base
energy_per_ton,2025-05-01 00:00:00,69.993,0.0,Efficiency,neutral,base
water_per_ton,2025-05-01 00:00:00,0.7856,0.0,Conservation,neutral,base
vision_2030_compliance,2025-05-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-06-01 00:00:00,82992.51,16.8067,SKU forecast,positive,base
recipe_time_utilization_pct,2025-06-01 00:00:00,65.1486,0.2365,Time constraint,positive,base
capacity_violations_count,2025-06-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-06-01 00:00:00,1035.5296,18.5454,Wheat price,neutral,base
waste_rate_pct,2025-06-01 00:00:00,1.9933,-0.1287,Recipe mix,positive,base
vision_2030_index,2025-06-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-06-01 00:00:00,5005624.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-06-01 00:00:00,82992.51,0.0,Flour demand,neutral,base
total_recipe_hours,2025-06-01 00:00:00,2112.54,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-06-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-06-01 00:00:00,1.2767,0.0,Calendar,neutral,base
planned_recipe_hours,2025-06-01 00:00:00,1144.01,0.0,Schedule,neutral,base
available_mill_hours,2025-06-01 00:00:00,1756.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-06-01 00:00:00,611.99,0.0,Capacity balance,positive,base
avg_changeovers,2025-06-01 00:00:00,111.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-06-01 00:00:00,989.2211,0.0,Raw material,neutral,base
waste_impact_pct,2025-06-01 00:00:00,1.9933,0.0,Waste,positive,base
mill_utilization_pct,2025-06-01 00:00:00,65.1486,0.0,Utilization,positive,base
overload_hours,2025-06-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-06-01 00:00:00,190.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-06-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-06-01 00:00:00,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-06-01 00:00:00,82992.53,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-06-01 00:00:00,1035.5296,0.0,Market,neutral,base
import_dependency_pct,2025-06-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-06-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-06-01 00:00:00,0.117,0.0,Quality,neutral,base
waste_rate_vs_target,2025-06-01 00:00:00,-0.51,0.0,Gap to target,positive,base
energy_per_ton,2025-06-01 00:00:00,68.4811,0.0,Efficiency,neutral,base
water_per_ton,2025-06-01 00:00:00,0.7719,0.0,Conservation,neutral,base
vision_2030_compliance,2025-06-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-07-01 00:00:00,66245.29,-20.1792,SKU forecast,negative,base
recipe_time_utilization_pct,2025-07-01 00:00:00,64.0801,-1.0685,Time constraint,positive,base
capacity_violations_count,2025-07-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-07-01 00:00:00,991.0672,-44.4624,Wheat price,neutral,base
waste_rate_pct,2025-07-01 00:00:00,2.035,0.0417,Recipe mix,positive,base
vision_2030_index,2025-07-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-07-01 00:00:00,3975634.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-07-01 00:00:00,66245.29,0.0,Flour demand,neutral,base
total_recipe_hours,2025-07-01 00:00:00,1684.92,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-07-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-07-01 00:00:00,0.9803,0.0,Calendar,neutral,base
planned_recipe_hours,2025-07-01 00:00:00,1128.13,0.0,Schedule,neutral,base
available_mill_hours,2025-07-01 00:00:00,1760.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-07-01 00:00:00,632.37,0.0,Capacity balance,positive,base
avg_changeovers,2025-07-01 00:00:00,115.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-07-01 00:00:00,989.5162,0.0,Raw material,neutral,base
waste_impact_pct,2025-07-01 00:00:00,2.035,0.0,Waste,positive,base
mill_utilization_pct,2025-07-01 00:00:00,64.0801,0.0,Utilization,positive,base
overload_hours,2025-07-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-07-01 00:00:00,195.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-07-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-07-01 00:00:00,32.0,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-07-01 00:00:00,66245.23,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-07-01 00:00:00,991.0672,0.0,Market,neutral,base
import_dependency_pct,2025-07-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-07-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-07-01 00:00:00,0.11,0.0,Quality,neutral,base
waste_rate_vs_target,2025-07-01 00:00:00,-0.46,0.0,Gap to target,positive,base
energy_per_ton,2025-07-01 00:00:00,68.7242,0.0,Efficiency,neutral,base
water_per_ton,2025-07-01 00:00:00,0.7908,0.0,Conservation,neutral,base
vision_2030_compliance,2025-07-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-08-01 00:00:00,63028.9,-4.8553,SKU forecast,negative,base
recipe_time_utilization_pct,2025-08-01 00:00:00,64.4713,0.3913,Time constraint,positive,base
capacity_violations_count,2025-08-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-08-01 00:00:00,979.4562,-11.611,Wheat price,neutral,base
waste_rate_pct,2025-08-01 00:00:00,2.1544,0.1194,Recipe mix,positive,base
vision_2030_index,2025-08-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-08-01 00:00:00,3827825.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-08-01 00:00:00,63028.9,0.0,Flour demand,neutral,base
total_recipe_hours,2025-08-01 00:00:00,1603.28,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-08-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-08-01 00:00:00,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2025-08-01 00:00:00,1147.59,0.0,Schedule,neutral,base
available_mill_hours,2025-08-01 00:00:00,1780.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-08-01 00:00:00,632.41,0.0,Capacity balance,positive,base
avg_changeovers,2025-08-01 00:00:00,112.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-08-01 00:00:00,989.606,0.0,Raw material,neutral,base
waste_impact_pct,2025-08-01 00:00:00,2.1544,0.0,Waste,positive,base
mill_utilization_pct,2025-08-01 00:00:00,64.4713,0.0,Utilization,positive,base
overload_hours,2025-08-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-08-01 00:00:00,194.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-08-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-08-01 00:00:00,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-08-01 00:00:00,63028.88,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-08-01 00:00:00,979.4562,0.0,Market,neutral,base
import_dependency_pct,2025-08-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-08-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-08-01 00:00:00,0.055,0.0,Quality,neutral,base
waste_rate_vs_target,2025-08-01 00:00:00,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2025-08-01 00:00:00,69.4533,0.0,Efficiency,neutral,base
water_per_ton,2025-08-01 00:00:00,0.7894,0.0,Conservation,neutral,base
vision_2030_compliance,2025-08-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-09-01 00:00:00,60967.75,-3.2702,SKU forecast,negative,base
recipe_time_utilization_pct,2025-09-01 00:00:00,63.7435,-0.7279,Time constraint,positive,base
capacity_violations_count,2025-09-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-09-01 00:00:00,974.31,-5.1462,Wheat price,neutral,base
waste_rate_pct,2025-09-01 00:00:00,2.0336,-0.1208,Recipe mix,positive,base
vision_2030_index,2025-09-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-09-01 00:00:00,3671354.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-09-01 00:00:00,60967.75,0.0,Flour demand,neutral,base
total_recipe_hours,2025-09-01 00:00:00,1550.34,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-09-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-09-01 00:00:00,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2025-09-01 00:00:00,1075.99,0.0,Schedule,neutral,base
available_mill_hours,2025-09-01 00:00:00,1688.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-09-01 00:00:00,612.01,0.0,Capacity balance,positive,base
avg_changeovers,2025-09-01 00:00:00,110.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-09-01 00:00:00,989.567,0.0,Raw material,neutral,base
waste_impact_pct,2025-09-01 00:00:00,2.0336,0.0,Waste,positive,base
mill_utilization_pct,2025-09-01 00:00:00,63.7435,0.0,Utilization,positive,base
overload_hours,2025-09-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-09-01 00:00:00,186.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-09-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-09-01 00:00:00,31.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-09-01 00:00:00,60967.69,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-09-01 00:00:00,974.31,0.0,Market,neutral,base
import_dependency_pct,2025-09-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-09-01 00:00:00,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2025-09-01 00:00:00,0.1,0.0,Quality,neutral,base
waste_rate_vs_target,2025-09-01 00:00:00,-0.47,0.0,Gap to target,positive,base
energy_per_ton,2025-09-01 00:00:00,69.8782,0.0,Efficiency,neutral,base
water_per_ton,2025-09-01 00:00:00,0.7967,0.0,Conservation,neutral,base
vision_2030_compliance,2025-09-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-10-01 00:00:00,62462.58,2.4518,SKU forecast,positive,base
recipe_time_utilization_pct,2025-10-01 00:00:00,64.3534,0.61,Time constraint,positive,base
capacity_violations_count,2025-10-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-10-01 00:00:00,972.5817,-1.7283,Wheat price,neutral,base
waste_rate_pct,2025-10-01 00:00:00,2.0745,0.0409,Recipe mix,positive,base
vision_2030_index,2025-10-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-10-01 00:00:00,3770879.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-10-01 00:00:00,62462.58,0.0,Flour demand,neutral,base
total_recipe_hours,2025-10-01 00:00:00,1588.65,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-10-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-10-01 00:00:00,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2025-10-01 00:00:00,1141.63,0.0,Schedule,neutral,base
available_mill_hours,2025-10-01 00:00:00,1774.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-10-01 00:00:00,632.37,0.0,Capacity balance,positive,base
avg_changeovers,2025-10-01 00:00:00,115.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-10-01 00:00:00,989.4182,0.0,Raw material,neutral,base
waste_impact_pct,2025-10-01 00:00:00,2.0745,0.0,Waste,positive,base
mill_utilization_pct,2025-10-01 00:00:00,64.3534,0.0,Utilization,positive,base
overload_hours,2025-10-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-10-01 00:00:00,196.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-10-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-10-01 00:00:00,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-10-01 00:00:00,62462.55,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-10-01 00:00:00,972.5817,0.0,Market,neutral,base
import_dependency_pct,2025-10-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-10-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-10-01 00:00:00,0.098,0.0,Quality,neutral,base
waste_rate_vs_target,2025-10-01 00:00:00,-0.43,0.0,Gap to target,positive,base
energy_per_ton,2025-10-01 00:00:00,69.8991,0.0,Efficiency,neutral,base
water_per_ton,2025-10-01 00:00:00,0.7938,0.0,Conservation,neutral,base
vision_2030_compliance,2025-10-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-11-01 00:00:00,61919.89,-0.8688,SKU forecast,negative,base
recipe_time_utilization_pct,2025-11-01 00:00:00,64.5628,0.2094,Time constraint,positive,base
capacity_violations_count,2025-11-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-11-01 00:00:00,978.4385,5.8568,Wheat price,neutral,base
waste_rate_pct,2025-11-01 00:00:00,1.9611,-0.1134,Recipe mix,positive,base
vision_2030_index,2025-11-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-11-01 00:00:00,3714744.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-11-01 00:00:00,61919.89,0.0,Flour demand,neutral,base
total_recipe_hours,2025-11-01 00:00:00,1574.85,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-11-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-11-01 00:00:00,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2025-11-01 00:00:00,1115.0,0.0,Schedule,neutral,base
available_mill_hours,2025-11-01 00:00:00,1727.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-11-01 00:00:00,612.0,0.0,Capacity balance,positive,base
avg_changeovers,2025-11-01 00:00:00,110.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-11-01 00:00:00,989.4825,0.0,Raw material,neutral,base
waste_impact_pct,2025-11-01 00:00:00,1.9611,0.0,Waste,positive,base
mill_utilization_pct,2025-11-01 00:00:00,64.5628,0.0,Utilization,positive,base
overload_hours,2025-11-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-11-01 00:00:00,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-11-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-11-01 00:00:00,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-11-01 00:00:00,61919.86,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-11-01 00:00:00,978.4385,0.0,Market,neutral,base
import_dependency_pct,2025-11-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-11-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-11-01 00:00:00,0.071,0.0,Quality,neutral,base
waste_rate_vs_target,2025-11-01 00:00:00,-0.54,0.0,Gap to target,positive,base
energy_per_ton,2025-11-01 00:00:00,69.8767,0.0,Efficiency,neutral,base
water_per_ton,2025-11-01 00:00:00,0.7897,0.0,Conservation,neutral,base
vision_2030_compliance,2025-11-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2025-12-01 00:00:00,66746.73,7.7953,SKU forecast,positive,base
recipe_time_utilization_pct,2025-12-01 00:00:00,65.5158,0.953,Time constraint,positive,base
capacity_violations_count,2025-12-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-12-01 00:00:00,992.5584,14.1199,Wheat price,neutral,base
waste_rate_pct,2025-12-01 00:00:00,2.2311,0.27,Recipe mix,positive,base
vision_2030_index,2025-12-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-12-01 00:00:00,4015264.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-12-01 00:00:00,66746.73,0.0,Flour demand,neutral,base
total_recipe_hours,2025-12-01 00:00:00,1698.06,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-12-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2025-12-01 00:00:00,0.9797,0.0,Calendar,neutral,base
planned_recipe_hours,2025-12-01 00:00:00,1201.56,0.0,Schedule,neutral,base
available_mill_hours,2025-12-01 00:00:00,1834.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-12-01 00:00:00,632.44,0.0,Capacity balance,positive,base
avg_changeovers,2025-12-01 00:00:00,115.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-12-01 00:00:00,989.5947,0.0,Raw material,neutral,base
waste_impact_pct,2025-12-01 00:00:00,2.2311,0.0,Waste,positive,base
mill_utilization_pct,2025-12-01 00:00:00,65.5158,0.0,Utilization,positive,base
overload_hours,2025-12-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-12-01 00:00:00,199.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-12-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-12-01 00:00:00,32.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-12-01 00:00:00,66746.7,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-12-01 00:00:00,992.5584,0.0,Market,neutral,base
import_dependency_pct,2025-12-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-12-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-12-01 00:00:00,0.058,0.0,Quality,neutral,base
waste_rate_vs_target,2025-12-01 00:00:00,-0.27,0.0,Gap to target,positive,base
energy_per_ton,2025-12-01 00:00:00,69.56,0.0,Efficiency,neutral,base
water_per_ton,2025-12-01 00:00:00,0.7763,0.0,Conservation,neutral,base
vision_2030_compliance,2025-12-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2026-01-01 00:00:00,69199.19,3.6743,SKU forecast,positive,base
recipe_time_utilization_pct,2026-01-01 00:00:00,64.1998,-1.316,Time constraint,positive,base
capacity_violations_count,2026-01-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-01-01 00:00:00,1029.7104,37.152,Wheat price,neutral,base
waste_rate_pct,2026-01-01 00:00:00,2.0883,-0.1428,Recipe mix,positive,base
vision_2030_index,2026-01-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2026-01-01 00:00:00,4178528.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2026-01-01 00:00:00,69199.19,0.0,Flour demand,neutral,base
total_recipe_hours,2026-01-01 00:00:00,1760.38,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-01-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2026-01-01 00:00:00,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2026-01-01 00:00:00,1134.09,0.0,Schedule,neutral,base
available_mill_hours,2026-01-01 00:00:00,1766.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-01-01 00:00:00,632.41,0.0,Capacity balance,positive,base
avg_changeovers,2026-01-01 00:00:00,115.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2026-01-01 00:00:00,1009.2469,0.0,Raw material,neutral,base
waste_impact_pct,2026-01-01 00:00:00,2.0883,0.0,Waste,positive,base
mill_utilization_pct,2026-01-01 00:00:00,64.1998,0.0,Utilization,positive,base
overload_hours,2026-01-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-01-01 00:00:00,197.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-01-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-01-01 00:00:00,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-01-01 00:00:00,69199.24,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2026-01-01 00:00:00,1029.7104,0.0,Market,neutral,base
import_dependency_pct,2026-01-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-01-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2026-01-01 00:00:00,0.11,0.0,Quality,neutral,base
waste_rate_vs_target,2026-01-01 00:00:00,-0.41,0.0,Gap to target,positive,base
energy_per_ton,2026-01-01 00:00:00,69.825,0.0,Efficiency,neutral,base
water_per_ton,2026-01-01 00:00:00,0.7883,0.0,Conservation,neutral,base
vision_2030_compliance,2026-01-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2026-02,70580.0901,1.9955,SKU forecast,positive,base
recipe_time_utilization_pct,2026-02,64.3427,0.1429,Time constraint,positive,base
capacity_violations_count,2026-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2026-02,1076.3198,1076.3198,Wheat price,neutral,base
waste_rate_pct,2026-02,0.0,-2.0883,Recipe mix,positive,base
vision_2030_index,2026-02,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2026-02,4252489.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2026-02,70580.0901,0.0,Flour demand,neutral,base
total_recipe_hours,2026-02,1791.46,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2026-02,90.0,0.0,Model accuracy,positive,base
seasonality_index,2026-02,1.0443,0.0,Calendar,neutral,base
planned_recipe_hours,2026-02,1030.77,0.0,Schedule,neutral,base
available_mill_hours,2026-02,1602.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2026-02,571.23,0.0,Capacity balance,positive,base
avg_changeovers,2026-02,103.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2026-02,0.0,0.0,Raw material,neutral,base
waste_impact_pct,2026-02,0.0,0.0,Waste,positive,base
mill_utilization_pct,2026-02,64.3427,0.0,Utilization,positive,base
overload_hours,2026-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2026-02,175.0,0.0,Scheduling,neutral,base
avg_run_length_days,2026-02,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2026-02,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2026-02,0.0,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2026-02,1076.3198,0.0,Market,neutral,base
import_dependency_pct,2026-02,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2026-02,0.0,0.0,Geopolitics,neutral,base
yield_variability_index,2026-02,0.088,0.0,Quality,neutral,base
